0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
90.2,72.2,125.6,73.4,75.8,126.4,113.4,78.2,77.8,77.6,81.0,86.2,101.6,79.4,98.2,83.4,75.2,96.4,83.2,166.6,230.6,113.6,653.8,72.8,227.2,177.2,102.0,76.2
7.4,2.4,2.0,3.4,7.8,3.4,2.4,5.8,10.0,4.4,77.8,11.4,67.4,4.8,3.4,9.6,6.2,7.2,27.4,60.2,131.6,39.6,5.8,1.6,379.6,195.6,12.4,6.8
0.6,1.0,0.6,0.6,0.8,2.0,1.8,1.4,3.8,1.8,59.8,4.6,1.4,2.0,1.2,9.4,3.4,5.8,19.0,86.0,51.0,38.2,1.0,0.6,140.0,16.0,4.0,2.6
0.6,0.4,0.4,0.4,0.6,1.8,1.4,1.0,2.2,1.4,1.0,4.0,0.0,1.2,0.6,6.6,2.4,2.4,0.6,4.8,30.2,14.0,0.8,0.2,3.6,3.2,2.8,0.6
0.6,0.0,0.4,0.4,0.4,0.8,1.4,0.8,0.8,0.6,1.0,3.4,0.0,0.0,0.4,4.4,2.0,2.2,0.4,2.4,16.0,0.6,0.8,0.0,0.4,0.8,13.8,0.2
0.6,0.0,0.4,0.0,0.2,0.4,1.4,0.6,2.2,0.4,0.8,3.4,0.0,0.0,0.2,4.4,1.8,1.4,0.2,2.4,11.8,0.6,0.8,0.0,0.4,0.8,36.4,0.2
96.6,0.0,0.2,0.0,0.0,0.2,29.8,0.6,2.8,0.2,1.0,3.0,0.0,0.0,0.0,3.6,1.6,1.0,37.0,1.8,15.2,0.2,0.4,0.0,0.2,0.6,40.0,0.0
96.8,0.0,0.2,0.4,762.2,101.2,33.0,5.8,2.6,0.2,2.0,771.4,0.0,2.6,0.0,3.6,1.6,0.6,905.4,1.4,70.4,0.2,0.2,0.0,0.2,0.0,40.0,0.0
96.2,90.2,0.2,9.2,888.8,735.0,28.8,76.0,2.6,0.0,109.0,964.0,0.0,0.6,0.0,3.6,15.6,0.2,642.4,0.6,69.4,0.2,0.0,0.0,0.2,0.2,40.0,0.0
96.8,867.0,1.0,205.8,1040.8,835.6,28.4,368.2,3.4,19.0,82.2,964.2,0.0,0.2,0.0,3.6,14.2,0.2,0.0,4.4,75.8,0.2,0.0,0.6,0.2,0.6,40.0,26.0
84.0,1316.0,16.2,736.0,1286.8,868.0,34.2,1314.2,6.4,20.4,76.8,963.6,0.0,361.2,0.0,3.4,16.4,2.6,0.0,20.4,129.4,0.2,0.0,3.8,0.2,0.0,40.0,27.8
110.8,1586.0,46.8,701.6,1487.8,871.8,37.0,1938.4,24.0,168.0,75.4,963.0,0.4,730.6,0.0,3.0,16.4,10.2,0.0,46.2,182.2,0.2,0.4,437.6,0.2,1.0,40.0,32.2
116.4,1789.4,75.2,318.2,1868.4,905.8,46.4,2102.6,27.4,277.0,159.0,963.8,8.6,633.4,0.0,3.0,12.0,5.6,0.0,81.6,181.8,0.2,0.8,497.0,0.2,273.8,257.6,18.6
163.0,2217.2,174.2,912.6,1913.2,935.2,121.8,2081.8,27.6,400.8,652.6,964.4,3.6,611.4,1.0,3.0,10.0,20.6,0.0,100.4,573.0,0.2,0.8,497.2,0.2,396.2,369.8,14.8
221.0,2400.2,440.8,1276.6,1948.8,983.6,192.0,2151.4,27.0,592.6,965.6,1768.0,41.4,967.4,1.4,92.6,9.2,70.4,0.0,108.8,742.2,13.6,0.8,497.0,2.6,462.4,139.2,20.2
334.8,2723.8,635.4,1421.4,1995.2,1035.4,221.6,2183.0,40.6,649.2,918.8,1930.6,97.8,824.0,2.6,124.2,32.0,154.4,0.0,230.6,703.8,21.0,0.6,498.4,3.4,509.4,40.0,14.8
951.8,2966.2,1117.0,1628.2,2252.0,1263.2,318.4,2152.6,55.2,512.8,1096.4,2131.8,141.4,831.4,24.6,142.6,38.8,451.8,0.0,351.4,781.8,34.6,0.2,497.8,14.4,529.2,42.2,18.4
1339.8,3185.4,1387.8,1740.6,2339.4,1431.2,812.8,2920.2,71.4,169.6,1147.6,2429.2,183.2,833.0,49.6,183.2,20.2,480.6,0.0,516.0,779.6,90.4,0.2,489.8,21.4,526.0,47.6,11.2
1473.6,3534.6,1425.2,1790.6,2366.2,1535.6,2042.2,3140.8,84.6,52.8,1185.8,2460.0,247.0,747.0,90.6,230.6,21.2,502.6,0.0,340.6,820.4,140.8,0.4,227.4,20.6,524.4,50.8,8.6
1753.4,3843.8,1458.2,1839.8,2580.4,1839.6,2697.6,3333.0,153.6,31.0,1218.4,2695.2,601.4,330.0,185.0,264.6,19.2,489.6,1.4,242.0,719.6,265.4,0.4,71.2,25.0,558.8,51.0,7.6
1880.4,3954.2,1501.8,1859.2,2643.6,1922.6,2774.0,3165.0,226.0,52.8,1343.2,2590.6,883.4,343.2,587.0,316.6,20.6,234.0,1.4,187.6,699.6,293.8,0.4,64.6,25.4,640.0,51.6,7.4
2238.0,4062.4,1526.4,1883.6,2744.6,1975.4,2934.8,3187.8,543.8,110.8,1528.2,2523.2,1092.0,361.8,612.6,349.2,40.4,257.4,2.2,137.0,730.8,228.4,0.4,36.4,36.6,647.8,61.8,6.6
3252.4,4082.8,1588.8,1945.2,2811.6,1985.2,2955.6,3456.8,1147.0,107.4,1487.6,2498.4,1170.0,377.8,639.0,364.8,50.0,274.8,34.2,130.0,730.4,258.8,0.0,4.8,59.8,640.8,65.4,6.8
3586.2,4028.8,1670.0,1991.2,2861.6,1981.6,2952.2,3402.6,1324.0,113.8,1815.8,2463.2,1309.8,426.4,664.0,375.2,46.8,287.6,250.6,160.6,863.2,333.4,0.0,5.2,99.4,637.6,67.8,7.2
3414.8,4095.8,1849.4,2191.0,2885.6,1961.6,2996.2,3398.4,1495.6,96.2,2001.2,2625.8,1335.4,437.8,759.0,424.8,44.8,317.8,755.6,281.2,843.2,297.8,0.0,5.0,129.0,629.8,69.2,7.2
2671.2,4162.8,2222.8,2679.4,2908.2,1966.0,3032.4,3328.2,1558.6,86.8,2272.2,2614.8,1403.4,444.8,791.8,481.2,53.8,343.0,1012.2,351.0,803.2,209.6,0.2,5.2,144.0,588.8,69.6,7.0
2642.6,4195.2,2290.2,3019.0,2921.6,1972.0,3103.2,3077.8,1570.8,80.2,2303.6,2614.4,1427.4,463.0,790.4,420.4,50.6,347.4,1013.2,357.4,815.4,179.8,1.4,6.6,217.0,578.8,69.8,6.8
2608.8,3912.0,2522.2,3106.6,2916.2,1980.2,3120.2,2579.6,1598.8,82.6,2292.2,2607.8,1458.8,506.4,746.6,427.2,50.6,370.6,1013.2,369.4,822.0,182.2,2.2,7.0,256.4,554.8,69.8,6.4
2604.0,3788.0,2741.4,3153.0,2985.0,2006.4,3134.4,2490.6,1630.0,84.6,2308.0,2605.6,1476.8,662.4,587.4,532.8,50.8,372.2,1013.4,392.0,727.2,184.4,3.2,7.0,251.4,534.6,70.2,8.2
2553.4,3732.4,2807.4,3241.6,3117.4,1996.6,3162.4,2444.8,1563.6,126.0,2357.4,2608.4,1493.2,671.4,577.4,713.8,48.6,435.0,896.2,398.0,660.8,183.8,4.6,7.4,185.4,520.2,70.8,21.8
2406.4,3718.2,2848.0,3272.8,3123.0,1927.0,3168.2,2378.6,1574.0,238.0,2352.2,2611.4,1449.0,788.0,601.6,739.6,41.4,478.4,896.0,402.2,629.4,184.2,5.2,8.6,186.6,517.0,88.6,24.2
2281.2,3705.8,2959.8,3291.4,3135.0,1926.4,3146.2,2307.8,1577.4,252.6,2327.0,2601.4,1423.8,860.0,610.6,759.6,36.8,499.8,890.6,408.6,594.0,184.0,5.4,18.2,185.8,514.2,106.2,26.0
2130.4,3698.4,3061.6,3287.0,3393.8,2091.2,3158.0,2184.4,1571.8,260.8,2233.8,2614.2,1422.6,880.2,620.8,789.0,35.6,521.6,841.2,411.0,579.4,186.4,6.0,23.0,239.8,509.4,76.4,31.0
2031.8,3704.6,3236.8,3360.2,3441.6,2092.2,3162.8,2016.8,1574.8,258.6,2227.4,2624.2,1422.8,876.8,633.6,794.0,36.8,536.4,803.8,411.8,574.0,187.2,6.0,392.8,261.4,337.2,78.0,37.6
1986.4,3684.8,3403.0,3535.8,3443.2,2116.2,3172.4,1939.2,1571.4,253.4,2239.8,2630.4,1419.6,859.2,635.6,796.0,91.4,561.0,797.0,417.0,560.6,193.0,6.2,491.8,264.8,255.8,79.4,47.6
1966.2,3595.4,3581.0,3874.0,3404.6,2176.6,3173.4,1888.2,1572.4,249.8,2311.6,2628.6,1384.8,929.2,612.0,798.8,114.2,593.2,795.2,418.0,683.0,207.4,6.2,545.0,257.0,253.6,80.6,52.0
1874.6,3483.2,3864.4,3927.0,3394.4,2250.8,3173.2,1835.6,1582.4,248.8,2333.2,2620.6,1321.0,948.0,606.4,809.4,145.8,630.4,795.0,421.6,690.8,222.0,6.2,630.8,240.2,255.4,81.6,52.8
1860.4,3437.8,3932.0,3958.0,3357.0,2285.8,3188.8,1744.0,1599.6,234.6,2293.0,2612.8,1330.2,996.8,595.6,816.4,157.8,643.0,794.0,423.6,653.8,232.8,6.2,639.4,247.0,258.8,83.0,51.4
1898.2,3472.6,3888.2,4006.8,3255.6,2300.0,3198.4,1764.6,1613.6,228.0,2287.4,2606.2,1324.0,1009.2,592.6,882.8,165.2,638.2,732.2,420.0,659.0,249.2,6.2,641.0,262.6,256.6,86.6,56.8
1986.2,3465.6,3871.0,4013.8,3138.4,2312.2,3201.2,1834.8,1633.8,238.0,2287.4,2591.8,1327.8,1125.6,596.0,928.8,174.2,633.2,583.0,422.0,660.2,292.0,6.4,669.4,291.2,256.6,88.6,59.4
2059.0,3450.0,3841.8,4033.4,3022.8,2315.6,3198.6,1883.4,1740.2,239.8,2297.0,2586.4,1316.6,1144.8,614.0,944.0,174.2,621.6,582.6,434.6,658.2,295.0,6.6,741.6,304.0,257.6,92.8,61.0
2159.8,3445.6,3765.6,4039.8,2944.2,2307.8,3175.8,1913.6,1968.2,210.2,2313.4,2596.0,1305.4,1175.0,635.0,966.2,173.4,622.6,583.0,450.4,656.8,297.0,6.8,770.4,328.2,258.8,88.2,63.6
2314.0,3484.8,3561.6,4064.2,2911.4,2324.8,3186.2,1951.8,2088.6,199.8,2297.2,2605.8,1291.6,1180.8,657.4,986.6,173.6,628.4,583.4,471.0,655.6,298.4,6.8,776.2,333.4,237.4,73.2,67.6
2350.4,3527.6,3481.4,4081.8,2879.8,2329.0,3354.6,1953.0,2103.0,182.4,2282.4,2615.6,1268.0,1168.2,690.4,1011.8,176.2,659.8,579.4,481.4,662.0,300.8,7.0,790.4,346.4,237.8,76.2,68.8
2351.2,3503.0,3239.4,4092.2,2906.8,2324.2,3347.2,1953.0,2120.0,184.6,2260.6,2561.6,1174.4,1157.2,698.4,1014.0,178.8,667.2,590.6,484.4,668.2,301.6,7.2,808.4,361.6,236.6,78.2,68.8
2352.6,3478.2,3170.2,4079.0,3019.6,2324.0,3342.8,1951.4,2141.6,228.2,2232.2,2489.2,929.4,1153.2,708.4,932.8,178.8,673.0,590.8,477.2,666.0,301.2,7.4,823.2,376.8,228.0,80.2,68.6
2387.2,3470.2,3163.2,4074.4,3029.4,2339.0,3348.0,1948.8,2145.2,241.8,2146.6,2478.2,832.2,1150.0,714.8,915.6,192.4,677.8,591.6,480.4,645.0,302.0,7.4,811.4,379.0,227.2,79.4,69.6
2440.4,3495.4,3123.8,4085.8,3001.4,2391.0,3393.0,1949.4,2138.6,249.4,1760.0,2493.6,815.4,1148.6,726.8,893.0,199.0,689.2,542.0,482.8,644.8,303.0,7.4,804.2,393.2,227.0,84.8,69.4
2504.6,3545.8,3054.2,4087.6,2955.6,2346.0,3467.2,1947.6,2193.8,303.6,1675.8,2504.0,807.0,1145.6,732.8,888.2,156.6,697.8,460.0,561.2,634.4,307.4,6.8,791.2,413.6,230.4,90.0,75.2
2562.6,3607.8,3023.6,4098.2,2919.4,2327.6,3705.8,1969.2,2180.8,352.8,1598.4,2515.8,824.0,1081.0,738.6,881.0,124.0,707.2,308.2,642.8,622.0,306.8,7.0,777.4,418.6,231.8,92.2,76.0
2565.0,3619.0,2970.4,4119.6,2905.8,2291.0,3749.2,2011.4,2176.4,387.0,1532.6,2524.2,840.6,1076.4,742.2,876.2,100.0,727.6,297.2,669.4,615.8,302.2,7.4,768.4,417.4,233.6,93.0,77.4
2673.6,3612.4,2902.0,4148.4,2885.4,2242.0,3795.0,2051.6,2101.4,422.8,1480.2,2535.0,858.0,1054.2,744.4,873.2,95.4,737.4,279.8,696.2,617.0,300.2,7.0,760.4,416.8,233.8,93.6,78.6
2863.6,3606.4,2814.8,4163.6,2866.6,2322.8,3798.2,2114.8,2098.2,467.0,1452.6,2543.2,878.0,971.2,746.0,865.0,80.6,730.6,43.4,719.8,619.6,308.0,6.6,777.4,414.2,233.8,94.8,80.2
3021.2,3634.0,2742.0,4173.4,2841.2,2320.6,3794.0,2236.2,2094.6,519.2,1429.6,2548.6,895.2,943.6,750.8,855.4,84.6,733.4,39.6,739.4,582.8,267.2,6.2,778.8,411.8,233.2,92.8,81.0
3074.8,3654.8,2728.2,4175.4,2828.8,2288.2,3814.0,2386.2,2058.8,647.0,1428.8,2546.2,901.2,942.0,757.0,851.4,86.4,740.6,38.6,762.8,559.6,236.0,6.0,760.4,400.4,273.8,90.6,81.2
3164.4,3623.2,2797.6,4173.0,2830.2,2365.2,3830.6,2387.0,2022.8,683.8,1425.2,2543.6,908.8,933.2,759.0,850.8,89.0,744.8,41.6,812.0,555.8,236.0,6.6,769.6,386.0,283.4,91.0,79.8
3283.4,3606.4,2784.8,4183.2,2828.2,2428.4,3837.2,2325.6,1993.4,705.0,1404.8,2586.4,912.6,929.6,756.8,849.8,90.6,734.0,45.4,839.8,549.2,229.8,9.0,774.4,367.8,284.0,84.4,79.2
3323.4,3598.6,2772.4,4187.8,2813.4,2711.2,3842.0,2225.4,1958.0,741.2,1378.4,2606.2,918.0,886.0,757.4,851.8,92.4,722.0,47.4,851.0,510.0,221.6,10.2,750.8,356.8,283.8,83.2,80.2
